sport,event,year,num_athletes,num_countries,medals_awarded,medal_rate
Sailing,Sailing Mixed Two Person Heavyweight Dinghy,1988,44,21,44,1.0
Figure Skating,Figure Skating Mixed Pairs,2002,40,12,40,1.0
Athletics,Athletics Men's 400 metres Hurdles,1900,5,4,5,1.0
Swimming,Swimming Women's 200 metres Backstroke,2004,34,26,34,1.0
Equestrianism,"Equestrianism Men's Vaulting, Individual",1920,18,3,18,1.0
Bobsleigh,Bobsleigh Men's Two,1976,48,12,48,1.0
Diving,Diving Men's Synchronized Springboard,2000,16,8,16,1.0
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,1948,28,9,28,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Individual",2010,61,18,61,1.0
Boxing,Boxing Men's Light-Heavyweight,2016,25,25,25,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1976,17,17,17,1.0
Athletics,Athletics Men's Discus Throw,2004,39,26,39,1.0
Figure Skating,Figure Skating Women's Singles,1948,25,10,25,1.0
Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1984,13,13,13,1.0
Sailing,Sailing Mixed 18 foot,1920,2,1,2,1.0
Skeleton,Skeleton Women's Skeleton,2010,19,11,19,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1992,21,21,21,1.0
Luge,Luge Women's Singles,1972,22,7,22,1.0
Fencing,"Fencing Men's epee, Team",1948,113,21,113,1.0
Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,1988,39,23,39,1.0
Cycling,"Cycling Women's Road Race, Individual",2008,66,33,66,1.0
Swimming,Swimming Women's 100 metres Freestyle,2004,50,43,50,1.0
Athletics,Athletics Men's 400 metres,1996,62,42,62,1.0
Sailing,Sailing Mixed Windsurfer,1988,45,44,45,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",2012,19,19,19,1.0
Athletics,Athletics Women's Hammer Throw,2000,28,20,28,1.0
Triathlon,Triathlon Women's Olympic Distance,2012,55,31,55,1.0
Wrestling,"Wrestling Men's Heavyweight, Freestyle",1980,15,15,15,1.0
Swimming,Swimming Men's 100 metres Freestyle,1908,34,12,34,1.0
Athletics,Athletics Women's 80 metres Hurdles,1936,22,11,22,1.0
Weightlifting,"Weightlifting Men's Unlimited, One Hand",1906,12,7,12,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,1984,94,21,94,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1936,24,12,24,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,1992,20,16,20,1.0
Boxing,Boxing Men's Light-Welterweight,2000,27,27,27,1.0
Swimming,Swimming Women's 200 metres Butterfly,2008,34,26,34,1.0
Judo,Judo Women's Half-Heavyweight,1996,21,21,21,1.0
Diving,Diving Women's Springboard,1992,29,20,29,1.0
Athletics,"Athletics Women's 1,500 metres",1996,32,21,32,1.0
Sailing,Sailing Mixed 0-0.5 Ton,1900,12,1,24,2.0
Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",2012,34,17,34,1.0
Luge,Luge Mixed (Men)'s Doubles,1984,30,8,30,1.0
Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",2008,13,11,13,1.0
Art Competitions,"Art Competitions Mixed Painting, Paintings",1936,33,12,47,1.4242
Cycling,"Cycling Men's 1,000 metres Time Trial",2004,17,13,17,1.0
Athletics,Athletics Men's Pole Vault,1928,20,13,20,1.0
Swimming,Swimming Men's 200 metres Butterfly,1956,19,14,19,1.0
Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,1904,16,1,16,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",1980,36,18,36,1.0
Athletics,Athletics Women's Heptathlon,2004,34,24,34,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1976,40,9,40,1.0
Swimming,Swimming Men's 100 metres Backstroke,1932,16,9,16,1.0
Badminton,Badminton Mixed Doubles,2008,32,12,32,1.0
Athletics,Athletics Women's 200 metres,1996,47,34,47,1.0
Fencing,"Fencing Men's epee, Individual",2000,42,22,42,1.0
Gymnastics,Gymnastics Men's Parallel Bars,1956,63,18,63,1.0
Athletics,Athletics Men's 100 metres,1948,63,33,63,1.0
Rowing,Rowing Women's Quadruple Sculls,2016,28,7,28,1.0
Figure Skating,Figure Skating Mixed Pairs,1972,32,8,32,1.0
Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",2012,19,19,19,1.0
Athletics,Athletics Men's 100 metres,2000,97,71,97,1.0
Modern Pentathlon,Modern Pentathlon Men's Team,1960,51,17,51,1.0
Athletics,"Athletics Men's 5,000 metres",1992,56,41,56,1.0
Golf,Golf Women's Individual,2016,60,33,60,1.0
Swimming,Swimming Women's 200 metres Breaststroke,1976,38,20,38,1.0
Fencing,"Fencing Men's epee, Individual",1936,68,26,68,1.0
Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1992,36,18,36,1.0
Figure Skating,Figure Skating Mixed Pairs,2010,40,12,40,1.0
Diving,Diving Women's Synchronized Platform,2004,16,8,16,1.0
Cycling,Cycling Men's 20 kilometres,1908,44,11,44,1.0
Boxing,Boxing Men's Flyweight,2016,26,26,26,1.0
Sailing,Sailing Men's Two Person Dinghy,2004,54,27,54,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1928,55,13,55,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",2016,19,19,19,1.0
Biathlon,Biathlon Men's 20 kilometres,1998,72,29,72,1.0
Canoeing,"Canoeing Women's Kayak Singles, Slalom",1996,30,18,30,1.0
Athletics,Athletics Men's Long Jump,1956,32,21,32,1.0
Athletics,Athletics Men's 110 metres Hurdles,1908,25,10,25,1.0
Luge,Luge Men's Singles,2010,38,22,38,1.0
Athletics,Athletics Men's Javelin Throw,1936,28,19,28,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",2000,38,19,38,1.0
Equestrianism,"Equestrianism Men's Jumping, Team",1948,42,14,42,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1932,20,5,20,1.0
Weightlifting,Weightlifting Men's Lightweight,1932,6,4,6,1.0
Fencing,"Fencing Men's Foil, Individual",1964,55,21,55,1.0
Art Competitions,"Art Competitions Mixed Painting, Paintings",1948,43,12,75,1.7442
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",2004,23,23,23,1.0
Ice Hockey,Ice Hockey Women's Ice Hockey,1998,120,6,120,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1928,21,13,21,1.0
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1972,63,13,63,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1948,59,15,59,1.0
Athletics,Athletics Men's 110 metres Hurdles,2008,42,32,42,1.0
Hockey,Hockey Men's Hockey,2012,196,12,196,1.0
Wrestling,"Wrestling Men's Bantamweight, Freestyle",1908,13,3,13,1.0
Gymnastics,Gymnastics Women's Team All-Around,1928,56,5,56,1.0
Badminton,Badminton Men's Singles,2004,32,20,32,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1948,44,11,44,1.0
Nordic Combined,Nordic Combined Men's Individual,2002,45,14,45,1.0
Speed Skating,"Speed Skating Men's 1,000 metres",1976,31,15,31,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1972,41,27,41,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1960,25,25,25,1.0
Cycling,Cycling Men's Individual Time Trial,2012,37,30,37,1.0
Athletics,Athletics Men's Pole Vault,1992,34,25,34,1.0
Alpine Skiing,Alpine Skiing Women's Slalom,1972,42,13,42,1.0
Athletics,Athletics Men's 400 metres,1920,37,16,37,1.0
Sailing,Sailing Women's Two Person Dinghy,1996,44,21,44,1.0
Athletics,"Athletics Men's 5,000 metres",1980,35,22,35,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1904,10,2,10,1.0
Weightlifting,Weightlifting Women's Heavyweight,2012,13,12,13,1.0
Snowboarding,Snowboarding Men's Parallel Giant Slalom,2002,32,10,32,1.0
Rowing,Rowing Men's Coxless Fours,2004,52,13,52,1.0
Fencing,"Fencing Men's Sabre, Individual",1896,5,3,5,1.0
Diving,Diving Women's Platform,1932,7,5,7,1.0
Archery,Archery Women's Team,2004,45,15,45,1.0
Speed Skating,"Speed Skating Women's 5,000 metres",2010,16,9,16,1.0
Swimming,Swimming Men's 200 metres Breaststroke,2000,47,40,47,1.0
Rowing,Rowing Men's Single Sculls,1960,13,13,13,1.0
Rowing,Rowing Men's Coxed Eights,1924,90,10,90,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1936,74,18,74,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1960,75,41,75,1.0
Judo,Judo Men's Half-Heavyweight,1984,22,22,22,1.0
Athletics,Athletics Women's Discus Throw,2008,38,24,38,1.0
Speed Skating,"Speed Skating Women's 1,000 metres",1968,29,11,29,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",1976,49,13,49,1.0
Shooting,"Shooting Women's Sporting Pistol, 25 metres",2004,37,26,37,1.0
Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",1924,88,18,88,1.0
Skeleton,Skeleton Men's Skeleton,2014,27,16,27,1.0
Luge,Luge Mixed (Men)'s Doubles,2002,38,12,38,1.0
Fencing,"Fencing Women's epee, Team",2000,26,8,26,1.0
Diving,Diving Men's Springboard,1984,30,18,30,1.0
Athletics,Athletics Men's Hammer Throw,2008,33,26,33,1.0
Art Competitions,Art Competitions Mixed Architecture,1920,1,1,1,1.0
Fencing,"Fencing Men's Foil, Individual",1976,56,22,56,1.0
Cycling,Cycling Men's Sprint,2000,19,14,19,1.0
Judo,Judo Women's Extra-Lightweight,2000,23,23,23,1.0
Swimming,Swimming Women's 100 metres Backstroke,1952,20,14,20,1.0
Boxing,Boxing Men's Bantamweight,1908,6,2,6,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",1936,15,15,15,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,1980,19,17,19,1.0
Fencing,"Fencing Women's Foil, Individual",1984,42,18,42,1.0
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2010,66,24,66,1.0
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,91,45,91,1.0
Rowing,Rowing Women's Double Sculls,2004,20,10,20,1.0
Swimming,Swimming Women's 800 metres Freestyle,1976,19,11,19,1.0
Weightlifting,Weightlifting Men's Lightweight,1956,18,17,18,1.0
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2008,74,16,74,1.0
Boxing,Boxing Men's Welterweight,1960,33,33,33,1.0
Judo,Judo Men's Extra-Lightweight,1984,27,26,27,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1996,45,28,45,1.0
Rugby,Rugby Men's Rugby,1908,30,2,30,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1936,53,13,53,1.0
Gymnastics,Gymnastics Women's Team All-Around,2012,60,12,60,1.0
Alpine Skiing,Alpine Skiing Women's Slalom,1994,55,22,55,1.0
Weightlifting,Weightlifting Men's Flyweight,1996,22,19,22,1.0
Baseball,Baseball Men's Baseball,1996,160,8,160,1.0
Boxing,Boxing Men's Heavyweight,1924,15,10,15,1.0
Football,Football Men's Football,1908,72,5,72,1.0
Judo,Judo Men's Heavyweight,2008,34,34,34,1.0
Fencing,"Fencing Men's Foil, Individual",1984,58,25,58,1.0
Nordic Combined,Nordic Combined Men's Team,1998,44,11,44,1.0
Weightlifting,Weightlifting Women's Featherweight,2000,10,10,10,1.0
Weightlifting,Weightlifting Men's Middleweight,1980,16,14,16,1.0
Tennis,Tennis Men's Doubles,2012,64,25,64,1.0
Athletics,Athletics Men's 110 metres Hurdles,2004,47,34,47,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2008,19,13,19,1.0
Judo,Judo Men's Heavyweight,1996,33,33,33,1.0
Diving,Diving Men's Synchronized Springboard,2004,16,8,16,1.0
Athletics,Athletics Women's Discus Throw,1964,21,15,21,1.0
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2002,68,34,68,1.0
Athletics,Athletics Men's Pole Vault,1900,8,5,8,1.0
Boxing,Boxing Men's Middleweight,2004,28,28,28,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1976,55,14,55,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1980,39,10,39,1.0
Athletics,Athletics Men's Triple Jump,1952,35,23,35,1.0
Cycling,Cycling Men's Sprint,1968,47,28,47,1.0
Hockey,Hockey Men's Hockey,1956,173,12,173,1.0
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,1928,41,11,41,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1968,26,26,26,1.0
Weightlifting,Weightlifting Men's Bantamweight,1960,22,18,22,1.0
Football,Football Men's Football,1992,272,16,272,1.0
Fencing,"Fencing Women's Foil, Individual",1992,46,19,46,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",1920,49,10,49,1.0
Cycling,Cycling Men's Sprint,1936,20,20,20,1.0
Golf,Golf Men's Individual,1904,75,3,75,1.0
Cycling,Cycling Women's Keirin,2016,27,17,27,1.0
Water Polo,Water Polo Men's Water Polo,2016,154,12,154,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",1912,16,4,16,1.0
Sailing,Sailing Mixed 6 metres,1952,56,11,56,1.0
Swimming,Swimming Men's 200 metres Backstroke,1984,34,25,34,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Team",2002,52,13,52,1.0
Boxing,Boxing Men's Welterweight,1980,29,29,29,1.0
Alpine Skiing,Alpine Skiing Women's Super G,1994,55,23,55,1.0
Cycling,Cycling Men's Sprint,2004,19,13,19,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2000,36,18,36,1.0
Equestrianism,"Equestrianism Men's Jumping, Individual",1912,31,8,31,1.0
Boxing,Boxing Men's Heavyweight,1956,11,11,11,1.0
Speed Skating,"Speed Skating Men's 10,000 metres",2014,14,9,14,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1976,13,13,13,1.0
Rowing,Rowing Men's Coxless Fours,2016,52,13,52,1.0
Gymnastics,Gymnastics Men's Floor Exercise,1948,121,16,121,1.0
Fencing,"Fencing Men's Sabre, Individual",2004,39,21,39,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",1976,30,14,30,1.0
Athletics,Athletics Women's 400 metres,1996,49,35,49,1.0
Gymnastics,Gymnastics Women's Team All-Around,1960,102,17,102,1.0
Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2000,48,15,48,1.0
Sailing,Sailing Men's Two Person Keelboat,2012,32,16,32,1.0
Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2008,20,20,20,1.0
Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1988,15,15,15,1.0
Golf,Golf Women's Individual,1900,10,2,10,1.0
Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1988,15,15,15,1.0
Athletics,"Athletics Men's 10,000 metres",2012,29,18,29,1.0
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,1992,84,21,84,1.0
Swimming,Swimming Women's 100 metres Freestyle,1936,33,14,33,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1988,55,32,55,1.0
Swimming,Swimming Women's 100 metres Butterfly,1976,39,22,39,1.0
Speed Skating,Speed Skating Men's 500 metres,1960,46,15,46,1.0
Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2012,46,33,46,1.0
Athletics,Athletics Women's 800 metres,1988,29,19,29,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1932,18,7,18,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1932,48,4,48,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1906,30,8,30,1.0
Diving,Diving Men's Platform,1984,26,17,26,1.0
Cycling,"Cycling Men's 1,000 metres Time Trial",2000,16,15,16,1.0
Wrestling,"Wrestling Men's Welterweight, Freestyle",1996,22,22,22,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1952,18,18,18,1.0
Athletics,Athletics Women's Javelin Throw,2004,45,31,45,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",2004,22,22,22,1.0
Equestrianism,"Equestrianism Men's Jumping, Team",1932,9,3,9,1.0
Weightlifting,Weightlifting Men's Middleweight,1948,24,18,24,1.0
Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1896,6,5,6,1.0
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2000,70,15,70,1.0
Fencing,"Fencing Men's epee, Individual",1988,79,31,79,1.0
Alpine Skiing,Alpine Skiing Men's Super G,1998,45,22,45,1.0
Gymnastics,Gymnastics Women's Floor Exercise,1988,90,22,90,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,2000,20,17,20,1.0
Gymnastics,Gymnastics Men's Rings,1968,117,27,117,1.0
Speed Skating,"Speed Skating Women's 3,000 metres",1976,26,12,26,1.0
Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",2008,26,26,26,1.0
Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,2016,26,24,26,1.0
Shooting,Shooting Mixed Skeet,1992,60,38,60,1.0
Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",1920,70,14,70,1.0
Taekwondo,Taekwondo Men's Heavyweight,2000,12,12,12,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1996,34,29,34,1.0
Rowing,Rowing Men's Coxless Pairs,1924,6,3,6,1.0
Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",1948,36,12,45,1.25
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",2012,20,20,20,1.0
Boxing,Boxing Men's Heavyweight,1936,17,17,17,1.0
Athletics,Athletics Men's 100 metres,1904,11,3,11,1.0
Athletics,Athletics Men's 4 x 100 metres Relay,1992,104,25,104,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1980,53,13,53,1.0
Bobsleigh,Bobsleigh Men's Two,1988,82,22,82,1.0
Diving,Diving Women's Platform,1996,33,21,33,1.0
Alpine Skiing,Alpine Skiing Men's Slalom,1984,101,38,101,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1998,44,18,44,1.0
Biathlon,Biathlon Men's 20 kilometres,2002,87,34,87,1.0
Rowing,Rowing Men's Coxed Fours,1948,80,16,80,1.0
Swimming,Swimming Women's 4 x 100 metres Medley Relay,1988,79,17,79,1.0
Swimming,Swimming Men's 100 metres Backstroke,1972,39,25,39,1.0
Biathlon,Biathlon Women's 10 kilometres Pursuit,2006,58,22,58,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,2014,49,23,49,1.0
Athletics,Athletics Men's 10 kilometres Walk,1948,19,10,19,1.0
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2010,88,30,88,1.0
Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,1994,76,31,76,1.0
Athletics,Athletics Women's Shot Put,1988,25,13,25,1.0
Athletics,Athletics Men's Javelin Throw,2008,38,29,38,1.0
Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team",1912,28,7,28,1.0
Bobsleigh,Bobsleigh Men's Four,1968,76,11,76,1.0
Swimming,Swimming Men's 200 metres Freestyle,2008,57,49,57,1.0
Fencing,"Fencing Men's Foil, Individual",2008,26,20,26,1.0
Shooting,Shooting Women's Trap,2008,20,20,20,1.0
Athletics,Athletics Women's 400 metres,2004,42,31,42,1.0
Swimming,Swimming Women's 100 metres Backstroke,1936,21,12,21,1.0
Polo,Polo Men's Polo,1924,24,5,24,1.0
Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",1960,39,22,39,1.0
Snowboarding,Snowboarding Women's Slopestyle,2014,23,11,23,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",1984,27,19,27,1.0
Rowing,Rowing Men's Single Sculls,1928,15,15,15,1.0
Speed Skating,Speed Skating Men's 500 metres,1984,42,19,42,1.0
Gymnastics,"Gymnastics Men's Team All-Around, Free System",1912,101,5,101,1.0
Swimming,Swimming Men's 200 metres Individual Medley,1968,46,26,46,1.0
Gymnastics,Gymnastics Men's Parallel Bars,1984,71,19,71,1.0
Speed Skating,"Speed Skating Men's 5,000 metres",1924,22,10,22,1.0
Swimming,Swimming Women's 100 metres Freestyle,2016,46,35,46,1.0
Sailing,Sailing Men's One Person Dinghy,2008,43,43,43,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,1964,24,21,24,1.0
Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",1920,73,3,73,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",2004,42,31,42,1.0
Cycling,Cycling Men's Keirin,2012,18,18,18,1.0
Cycling,Cycling Men's Individual Time Trial,2008,39,29,39,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,1972,76,16,76,1.0
Rowing,Rowing Men's Single Sculls,1976,15,14,15,1.0
Rowing,Rowing Men's Coxless Fours,1964,57,14,57,1.0
Gymnastics,Gymnastics Men's Horizontal Bar,1972,113,25,113,1.0
Tennis,Tennis Women's Doubles,2016,64,23,64,1.0
Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,1936,75,22,75,1.0
Volleyball,Volleyball Women's Volleyball,1972,91,8,91,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1952,23,23,23,1.0
Athletics,Athletics Men's 200 metres,2000,67,50,67,1.0
Swimming,Swimming Women's 100 metres Breaststroke,1976,38,21,38,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",2016,18,18,18,1.0
Figure Skating,Figure Skating Mixed Pairs,1956,22,7,22,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1924,72,9,72,1.0
Swimming,Swimming Women's 400 metres Freestyle,1996,39,34,39,1.0
Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",1928,9,6,9,1.0
Taekwondo,Taekwondo Women's Flyweight,2000,12,12,12,1.0
Athletics,Athletics Men's Decathlon,1992,36,24,36,1.0
Shooting,Shooting Men's Double Trap,2016,22,15,22,1.0
Judo,Judo Men's Half-Heavyweight,1972,29,28,29,1.0
Badminton,Badminton Women's Doubles,1996,54,18,54,1.0
Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",1956,11,11,11,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1932,4,4,4,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,2006,55,25,55,1.0
Water Polo,Water Polo Men's Water Polo,1996,153,12,153,1.0
Volleyball,Volleyball Women's Volleyball,1968,87,8,87,1.0
Bobsleigh,Bobsleigh Men's Two,2002,75,27,75,1.0
Swimming,Swimming Men's 100 metres Butterfly,2012,43,36,43,1.0
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1984,11,11,11,1.0
Handball,Handball Women's Handball,1988,111,8,111,1.0
Rowing,Rowing Women's Single Sculls,1980,11,11,11,1.0
Diving,Diving Men's Platform,1956,22,10,22,1.0
Swimming,Swimming Men's 100 metres Butterfly,2004,59,51,59,1.0
Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",2010,45,14,45,1.0
